Event order;case;event;startTime;completeTime;Concept drift;Activity name;Role;Department;Cost;Amount
8962;798;C;2019/01/21 19:38:53;2019/01/21 19:38:53;No;Receive updated application;Loan Officer;Customer Service;8.262227847;13366.88157
8963;801;A;2019/01/21 19:40:00;2019/01/21 19:40:00;No;Check application form completeness;Loan Officer;Customer Service;9.300510345;11097.82592
8964;794;F;2019/01/21 19:40:12;2019/01/21 19:40:12;No;Appraise property;Appraiser;Customer Service;28.65151073;6876.00209
8965;785;K;2019/01/21 19:40:19;2019/01/21 19:40:19;No;Send home insurance quote;Insurance Agent;Customer Service;10.02895442;4996.14447
8966;789;F;2019/01/21 19:43:30;2019/01/21 19:43:30;No;Appraise property;Appraiser;Customer Service;23.86243706;10867.37026
8967;783;J;2019/01/21 19:44:15;2019/01/21 19:44:15;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;9.025362685;12825.92612
8968;790;D;2019/01/21 19:46:12;2019/01/21 19:46:12;No;Check credit history;Credit Analyst;Customer Service;16.71716716;12014.43643
8969;781;C;2019/01/21 19:49:22;2019/01/21 19:49:22;No;Receive updated application;Loan Officer;Customer Service;6.963916576;14593.29279
8970;776;H;2019/01/21 19:50:05;2019/01/21 19:50:05;No;Reject application;Loan Officer;Customer Service;8.311737678;8006.317889
8971;797;E;2019/01/21 19:50:28;2019/01/21 19:50:28;No;Assess loan risk;Risk Manager;Customer Service;19.76010061;9202.879866
8972;800;B;2019/01/21 19:52:25;2019/01/21 19:52:25;No;Return application back to applicant;Loan Officer;Customer Service;6.702638618;11920.4185
8973;780;F;2019/01/21 19:54:12;2019/01/21 19:54:12;No;Appraise property;Appraiser;Customer Service;24.79261584;11712.46106
8974;799;F;2019/01/21 19:58:42;2019/01/21 19:58:42;No;Appraise property;Appraiser;Customer Service;23.95328202;11928.61954
8975;802;A;2019/01/21 20:00:00;2019/01/21 20:00:00;No;Check application form completeness;Loan Officer;Customer Service;9.332340285;12643.36754
8976;793;E;2019/01/21 20:00:03;2019/01/21 20:00:03;No;Assess loan risk;Risk Manager;Customer Service;16.60831416;11910.76994
8977;798;A;2019/01/21 20:04:55;2019/01/21 20:04:55;No;Check application form completeness;Loan Officer;Customer Service;8.221785433;13366.88157
8978;795;I;2019/01/21 20:05:38;2019/01/21 20:05:38;No;Prepare acceptance pack;Loan Officer;Customer Service;11.57259034;9019.890427
8979;796;D;2019/01/21 20:05:39;2019/01/21 20:05:39;No;Check credit history;Credit Analyst;Customer Service;13.43746043;14299.32159
8980;801;D;2019/01/21 20:06:09;2019/01/21 20:06:09;No;Check credit history;Credit Analyst;Customer Service;11.41008233;11097.82592
8981;788;G;2019/01/21 20:08:56;2019/01/21 20:08:56;No;Assess eligibility;Risk Manager;Customer Service;18.56787357;9653.600904
8982;785;M;2019/01/21 20:09:46;2019/01/21 20:09:46;No;Verify repayment agreement;Loan Officer;Customer Service;8.721601362;4996.14447
8983;794;E;2019/01/21 20:11:56;2019/01/21 20:11:56;No;Assess loan risk;Risk Manager;Customer Service;16.0205625;6876.00209
8984;789;E;2019/01/21 20:14:07;2019/01/21 20:14:07;No;Assess loan risk;Risk Manager;Customer Service;14.17622672;10867.37026
8985;790;F;2019/01/21 20:16:29;2019/01/21 20:16:29;No;Appraise property;Appraiser;Customer Service;27.84666876;12014.43643
8986;783;L;2019/01/21 20:16:41;2019/01/21 20:16:41;No;Send acceptance pack;Loan Officer;Customer Service;7.329202687;12825.92612
8987;781;A;2019/01/21 20:18:31;2019/01/21 20:18:31;No;Check application form completeness;Loan Officer;Customer Service;14.23005693;14593.29279
8988;803;A;2019/01/21 20:20:00;2019/01/21 20:20:00;No;Check application form completeness;Loan Officer;Customer Service;10.8941971;7672.587932
8989;800;C;2019/01/21 20:20:15;2019/01/21 20:20:15;No;Receive updated application;Loan Officer;Customer Service;8.689550437;11920.4185
8990;780;E;2019/01/21 20:25:02;2019/01/21 20:25:02;No;Assess loan risk;Risk Manager;Customer Service;28.20266978;11712.46106
8991;799;E;2019/01/21 20:26:51;2019/01/21 20:26:51;No;Assess loan risk;Risk Manager;Customer Service;20.84146012;11928.61954
8992;797;G;2019/01/21 20:27:19;2019/01/21 20:27:19;No;Assess eligibility;Risk Manager;Customer Service;18.71767754;9202.879866
8993;793;G;2019/01/21 20:27:47;2019/01/21 20:27:47;No;Assess eligibility;Risk Manager;Customer Service;18.8035527;11910.76994
8994;801;F;2019/01/21 20:28:31;2019/01/21 20:28:31;No;Appraise property;Appraiser;Customer Service;20.41629195;11097.82592
8995;802;B;2019/01/21 20:31:39;2019/01/21 20:31:39;No;Return application back to applicant;Loan Officer;Customer Service;8.263455946;12643.36754
8996;796;F;2019/01/21 20:34:14;2019/01/21 20:34:14;No;Appraise property;Appraiser;Customer Service;25.55054474;14299.32159
8997;795;J;2019/01/21 20:36:10;2019/01/21 20:36:10;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;12.17252139;9019.890427
8998;798;B;2019/01/21 20:37:06;2019/01/21 20:37:06;No;Return application back to applicant;Loan Officer;Customer Service;5.292545898;13366.88157
8999;804;A;2019/01/21 20:40:00;2019/01/21 20:40:00;No;Check application form completeness;Loan Officer;Customer Service;7.709185587;5031.791994
9000;785;N;2019/01/21 20:41:10;2019/01/21 20:41:10;No;Cancel application;Loan Officer;Customer Service;12.00966009;4996.14447
9001;794;G;2019/01/21 20:41:39;2019/01/21 20:41:39;No;Assess eligibility;Risk Manager;Customer Service;18.62843751;6876.00209
9002;789;G;2019/01/21 20:42:23;2019/01/21 20:42:23;No;Assess eligibility;Risk Manager;Customer Service;17.24270238;10867.37026
9003;788;I;2019/01/21 20:45:01;2019/01/21 20:45:01;No;Prepare acceptance pack;Loan Officer;Customer Service;13.99736348;9653.600904
9004;803;D;2019/01/21 20:46:22;2019/01/21 20:46:22;No;Check credit history;Credit Analyst;Customer Service;16.34337761;7672.587932
9005;790;E;2019/01/21 20:47:21;2019/01/21 20:47:21;No;Assess loan risk;Risk Manager;Customer Service;16.35935367;12014.43643
9006;781;B;2019/01/21 20:49:45;2019/01/21 20:49:45;No;Return application back to applicant;Loan Officer;Customer Service;7.769817512;14593.29279
9007;800;A;2019/01/21 20:49:52;2019/01/21 20:49:52;No;Check application form completeness;Loan Officer;Customer Service;11.50185971;11920.4185
9008;783;M;2019/01/21 20:50:39;2019/01/21 20:50:39;No;Verify repayment agreement;Loan Officer;Customer Service;9.674412839;12825.92612
9009;799;G;2019/01/21 20:52:13;2019/01/21 20:52:13;No;Assess eligibility;Risk Manager;Customer Service;15.92094368;11928.61954
9010;801;E;2019/01/21 20:52:46;2019/01/21 20:52:46;No;Assess loan risk;Risk Manager;Customer Service;20.20752803;11097.82592
9011;793;H;2019/01/21 20:58:01;2019/01/21 20:58:01;No;Reject application;Loan Officer;Customer Service;10.94665631;11910.76994
9012;780;G;2019/01/21 20:58:17;2019/01/21 20:58:17;No;Assess eligibility;Risk Manager;Customer Service;18.80645395;11712.46106
9013;805;A;2019/01/21 21:00:00;2019/01/21 21:00:00;No;Check application form completeness;Loan Officer;Customer Service;8.026047319;10491.67059
9014;797;H;2019/01/21 21:00:22;2019/01/21 21:00:22;No;Reject application;Loan Officer;Customer Service;8.379933905;9202.879866
9015;802;C;2019/01/21 21:03:42;2019/01/21 21:03:42;No;Receive updated application;Loan Officer;Customer Service;8.638866275;12643.36754
9016;804;B;2019/01/21 21:04:48;2019/01/21 21:04:48;No;Return application back to applicant;Loan Officer;Customer Service;6.343091436;5031.791994
9017;795;K;2019/01/21 21:06:34;2019/01/21 21:06:34;No;Send home insurance quote;Insurance Agent;Customer Service;9.337169716;9019.890427
9018;794;I;2019/01/21 21:07:51;2019/01/21 21:07:51;No;Prepare acceptance pack;Loan Officer;Customer Service;10.13129646;6876.00209
9019;798;C;2019/01/21 21:09:03;2019/01/21 21:09:03;No;Receive updated application;Loan Officer;Customer Service;7.682181804;13366.88157
9020;796;E;2019/01/21 21:09:44;2019/01/21 21:09:44;No;Assess loan risk;Risk Manager;Customer Service;18.46256042;14299.32159
9021;788;J;2019/01/21 21:12:56;2019/01/21 21:12:56;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;10.09343065;9653.600904
9022;789;I;2019/01/21 21:13:04;2019/01/21 21:13:04;No;Prepare acceptance pack;Loan Officer;Customer Service;11.6577981;10867.37026
9023;790;G;2019/01/21 21:17:03;2019/01/21 21:17:03;No;Assess eligibility;Risk Manager;Customer Service;18.47774724;12014.43643
9024;801;G;2019/01/21 21:18:34;2019/01/21 21:18:34;No;Assess eligibility;Risk Manager;Customer Service;14.56293654;11097.82592
9025;800;B;2019/01/21 21:19:50;2019/01/21 21:19:50;No;Return application back to applicant;Loan Officer;Customer Service;7.632644711;11920.4185
9026;806;A;2019/01/21 21:20:00;2019/01/21 21:20:00;No;Check application form completeness;Loan Officer;Customer Service;11.45718787;11159.41474
9027;799;I;2019/01/21 21:20:29;2019/01/21 21:20:29;No;Prepare acceptance pack;Loan Officer;Customer Service;10.81962126;11928.61954
9028;803;F;2019/01/21 21:21:26;2019/01/21 21:21:26;No;Appraise property;Appraiser;Customer Service;23.56794734;7672.587932
9029;783;N;2019/01/21 21:21:53;2019/01/21 21:21:53;No;Cancel application;Loan Officer;Customer Service;9.49522586;12825.92612
9030;780;I;2019/01/21 21:23:31;2019/01/21 21:23:31;No;Prepare acceptance pack;Loan Officer;Customer Service;13.84382441;11712.46106
9031;781;C;2019/01/21 21:23:37;2019/01/21 21:23:37;No;Receive updated application;Loan Officer;Customer Service;8.654805152;14593.29279
9032;805;D;2019/01/21 21:29:37;2019/01/21 21:29:37;No;Check credit history;Credit Analyst;Customer Service;16.65098472;10491.67059
9033;802;A;2019/01/21 21:30:57;2019/01/21 21:30:57;No;Check application form completeness;Loan Officer;Customer Service;9.131270508;12643.36754
9034;795;M;2019/01/21 21:32:42;2019/01/21 21:32:42;No;Verify repayment agreement;Loan Officer;Customer Service;9.499775702;9019.890427
9035;798;A;2019/01/21 21:35:52;2019/01/21 21:35:52;No;Check application form completeness;Loan Officer;Customer Service;7.395235426;13366.88157
9036;804;C;2019/01/21 21:36:45;2019/01/21 21:36:45;No;Receive updated application;Loan Officer;Customer Service;8.973243571;5031.791994
9037;794;J;2019/01/21 21:37:20;2019/01/21 21:37:20;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;10.88418191;6876.00209
9038;796;G;2019/01/21 21:38:36;2019/01/21 21:38:36;No;Assess eligibility;Risk Manager;Customer Service;15.01730906;14299.32159
9039;807;A;2019/01/21 21:40:00;2019/01/21 21:40:00;No;Check application form completeness;Loan Officer;Customer Service;5.549846597;10550.06057
9040;789;J;2019/01/21 21:41:14;2019/01/21 21:41:14;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;11.26433235;10867.37026
9041;800;C;2019/01/21 21:45:08;2019/01/21 21:45:08;No;Receive updated application;Loan Officer;Customer Service;6.899611184;11920.4185
9042;801;H;2019/01/21 21:46:28;2019/01/21 21:46:28;No;Reject application;Loan Officer;Customer Service;12.43392801;11097.82592
9043;799;J;2019/01/21 21:48:38;2019/01/21 21:48:38;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;8.100064598;11928.61954
9044;806;D;2019/01/21 21:48:58;2019/01/21 21:48:58;No;Check credit history;Credit Analyst;Customer Service;12.91490826;11159.41474
9045;788;K;2019/01/21 21:49:33;2019/01/21 21:49:33;No;Send home insurance quote;Insurance Agent;Customer Service;8.657482316;9653.600904
9046;790;H;2019/01/21 21:49:41;2019/01/21 21:49:41;No;Reject application;Loan Officer;Customer Service;8.981441309;12014.43643
9047;780;J;2019/01/21 21:49:56;2019/01/21 21:49:56;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;11.58167362;11712.46106
9048;781;A;2019/01/21 21:54:39;2019/01/21 21:54:39;No;Check application form completeness;Loan Officer;Customer Service;11.30416114;14593.29279
9049;803;E;2019/01/21 21:54:39;2019/01/21 21:54:39;No;Assess loan risk;Risk Manager;Customer Service;21.33174402;7672.587932
9050;798;D;2019/01/21 21:59:23;2019/01/21 21:59:23;No;Check credit history;Credit Analyst;Customer Service;13.37890682;13366.88157
9051;808;A;2019/01/21 22:00:00;2019/01/21 22:00:00;No;Check application form completeness;Loan Officer;Customer Service;8.661827844;7567.086418
9052;795;O;2019/01/21 22:01:34;2019/01/21 22:01:34;No;Approve application;Loan Officer;Customer Service;18.81120069;9019.890427
9053;804;A;2019/01/21 22:01:48;2019/01/21 22:01:48;No;Check application form completeness;Loan Officer;Customer Service;6.411700464;5031.791994
9054;805;F;2019/01/21 22:02:42;2019/01/21 22:02:42;No;Appraise property;Appraiser;Customer Service;29.70766152;10491.67059
9055;796;H;2019/01/21 22:04:18;2019/01/21 22:04:18;No;Reject application;Loan Officer;Customer Service;10.10398585;14299.32159
9056;794;L;2019/01/21 22:06:05;2019/01/21 22:06:05;No;Send acceptance pack;Loan Officer;Customer Service;12.23694099;6876.00209
9057;802;D;2019/01/21 22:06:48;2019/01/21 22:06:48;No;Check credit history;Credit Analyst;Customer Service;12.65487188;12643.36754
9058;807;B;2019/01/21 22:08:37;2019/01/21 22:08:37;No;Return application back to applicant;Loan Officer;Customer Service;6.457189969;10550.06057
9059;789;K;2019/01/21 22:12:56;2019/01/21 22:12:56;No;Send home insurance quote;Insurance Agent;Customer Service;7.572319059;10867.37026
9060;799;K;2019/01/21 22:16:02;2019/01/21 22:16:02;No;Send home insurance quote;Insurance Agent;Customer Service;6.563214324;11928.61954
9061;800;A;2019/01/21 22:16:11;2019/01/21 22:16:11;No;Check application form completeness;Loan Officer;Customer Service;14.22725163;11920.4185
9062;788;M;2019/01/21 22:19:17;2019/01/21 22:19:17;No;Verify repayment agreement;Loan Officer;Customer Service;11.07438022;9653.600904
9063;809;A;2019/01/21 22:20:00;2019/01/21 22:20:00;No;Check application form completeness;Loan Officer;Customer Service;9.966959624;10278.33789
9064;806;F;2019/01/21 22:21:28;2019/01/21 22:21:28;No;Appraise property;Appraiser;Customer Service;26.15997189;11159.41474
9065;780;L;2019/01/21 22:22:19;2019/01/21 22:22:19;No;Send acceptance pack;Loan Officer;Customer Service;8.56425897;11712.46106
9066;781;B;2019/01/21 22:22:48;2019/01/21 22:22:48;No;Return application back to applicant;Loan Officer;Customer Service;6.736420695;14593.29279
9067;803;G;2019/01/21 22:24:10;2019/01/21 22:24:10;No;Assess eligibility;Risk Manager;Customer Service;19.98423197;7672.587932
9068;808;D;2019/01/21 22:25:41;2019/01/21 22:25:41;No;Check credit history;Credit Analyst;Customer Service;13.06229244;7567.086418
9069;798;F;2019/01/21 22:29:08;2019/01/21 22:29:08;No;Appraise property;Appraiser;Customer Service;25.67011713;13366.88157
9070;802;F;2019/01/21 22:30:35;2019/01/21 22:30:35;No;Appraise property;Appraiser;Customer Service;28.48198591;12643.36754
9071;804;B;2019/01/21 22:31:32;2019/01/21 22:31:32;No;Return application back to applicant;Loan Officer;Customer Service;8.286887715;5031.791994
9072;805;E;2019/01/21 22:33:15;2019/01/21 22:33:15;No;Assess loan risk;Risk Manager;Customer Service;21.98982444;10491.67059
9073;807;C;2019/01/21 22:36:40;2019/01/21 22:36:40;No;Receive updated application;Loan Officer;Customer Service;8.734204958;10550.06057
9074;794;M;2019/01/21 22:38:27;2019/01/21 22:38:27;No;Verify repayment agreement;Loan Officer;Customer Service;9.22367949;6876.00209
9075;810;A;2019/01/21 22:40:00;2019/01/21 22:40:00;No;Check application form completeness;Loan Officer;Customer Service;8.279509409;10683.19012
9076;799;M;2019/01/21 22:44:16;2019/01/21 22:44:16;No;Verify repayment agreement;Loan Officer;Customer Service;8.853006378;11928.61954
9077;789;M;2019/01/21 22:46:06;2019/01/21 22:46:06;No;Verify repayment agreement;Loan Officer;Customer Service;5.231336639;10867.37026
9078;806;E;2019/01/21 22:47:36;2019/01/21 22:47:36;No;Assess loan risk;Risk Manager;Customer Service;21.02546736;11159.41474
9079;800;B;2019/01/21 22:48:28;2019/01/21 22:48:28;No;Return application back to applicant;Loan Officer;Customer Service;6.958091286;11920.4185
9080;788;O;2019/01/21 22:49:41;2019/01/21 22:49:41;No;Approve application;Loan Officer;Customer Service;15.30658264;9653.600904
9081;781;C;2019/01/21 22:50:52;2019/01/21 22:50:52;No;Receive updated application;Loan Officer;Customer Service;9.77665071;14593.29279
9082;809;D;2019/01/21 22:52:00;2019/01/21 22:52:00;No;Check credit history;Credit Analyst;Customer Service;16.54020712;10278.33789
9083;803;I;2019/01/21 22:53:07;2019/01/21 22:53:07;No;Prepare acceptance pack;Loan Officer;Customer Service;11.51413975;7672.587932
9084;780;M;2019/01/21 22:54:40;2019/01/21 22:54:40;No;Verify repayment agreement;Loan Officer;Customer Service;11.0079941;11712.46106
9085;808;F;2019/01/21 22:55:07;2019/01/21 22:55:07;No;Appraise property;Appraiser;Customer Service;17.2532341;7567.086418
9086;798;E;2019/01/21 22:56:03;2019/01/21 22:56:03;No;Assess loan risk;Risk Manager;Customer Service;25.29923416;13366.88157
9087;802;E;2019/01/21 22:56:55;2019/01/21 22:56:55;No;Assess loan risk;Risk Manager;Customer Service;25.50867885;12643.36754
9088;811;A;2019/01/21 23:00:00;2019/01/21 23:00:00;No;Check application form completeness;Loan Officer;Customer Service;5.800845206;6076.187893
9089;805;G;2019/01/21 23:02:02;2019/01/21 23:02:02;No;Assess eligibility;Risk Manager;Customer Service;18.70593196;10491.67059
9090;804;C;2019/01/21 23:04:16;2019/01/21 23:04:16;No;Receive updated application;Loan Officer;Customer Service;7.455184434;5031.791994
9091;807;A;2019/01/21 23:04:40;2019/01/21 23:04:40;No;Check application form completeness;Loan Officer;Customer Service;6.497660313;10550.06057
9092;810;D;2019/01/21 23:09:07;2019/01/21 23:09:07;No;Check credit history;Credit Analyst;Customer Service;16.32399047;10683.19012
9093;794;N;2019/01/21 23:10:35;2019/01/21 23:10:35;No;Cancel application;Loan Officer;Customer Service;8.664079672;6876.00209
9094;789;O;2019/01/21 23:10:37;2019/01/21 23:10:37;No;Approve application;Loan Officer;Customer Service;13.99697368;10867.37026
9095;799;N;2019/01/21 23:11:14;2019/01/21 23:11:14;No;Cancel application;Loan Officer;Customer Service;11.45837495;11928.61954
9096;800;C;2019/01/21 23:13:33;2019/01/21 23:13:33;No;Receive updated application;Loan Officer;Customer Service;7.279234682;11920.4185
9097;781;A;2019/01/21 23:19:19;2019/01/21 23:19:19;No;Check application form completeness;Loan Officer;Customer Service;11.25283948;14593.29279
9098;812;A;2019/01/21 23:20:00;2019/01/21 23:20:00;No;Check application form completeness;Loan Officer;Customer Service;8.881158971;8551.14542
9099;806;G;2019/01/21 23:21:29;2019/01/21 23:21:29;No;Assess eligibility;Risk Manager;Customer Service;19.14395954;11159.41474
9100;808;E;2019/01/21 23:22:03;2019/01/21 23:22:03;No;Assess loan risk;Risk Manager;Customer Service;19.5037703;7567.086418
9101;798;G;2019/01/21 23:24:30;2019/01/21 23:24:30;No;Assess eligibility;Risk Manager;Customer Service;16.44944705;13366.88157
9102;802;G;2019/01/21 23:24:47;2019/01/21 23:24:47;No;Assess eligibility;Risk Manager;Customer Service;19.29226302;12643.36754
9103;803;J;2019/01/21 23:25:05;2019/01/21 23:25:05;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;10.80260642;7672.587932
9104;809;F;2019/01/21 23:26:24;2019/01/21 23:26:24;No;Appraise property;Appraiser;Customer Service;27.01214934;10278.33789
9105;780;N;2019/01/21 23:27:22;2019/01/21 23:27:22;No;Cancel application;Loan Officer;Customer Service;8.100241389;11712.46106
9106;811;D;2019/01/21 23:27:38;2019/01/21 23:27:38;No;Check credit history;Credit Analyst;Customer Service;11.12298367;6076.187893
9107;804;A;2019/01/21 23:31:10;2019/01/21 23:31:10;No;Check application form completeness;Loan Officer;Customer Service;10.02706317;5031.791994
9108;805;H;2019/01/21 23:34:54;2019/01/21 23:34:54;No;Reject application;Loan Officer;Customer Service;11.39569176;10491.67059
9109;807;B;2019/01/21 23:36:36;2019/01/21 23:36:36;No;Return application back to applicant;Loan Officer;Customer Service;6.504351439;10550.06057
9110;810;F;2019/01/21 23:39:25;2019/01/21 23:39:25;No;Appraise property;Appraiser;Customer Service;21.40024411;10683.19012
9111;813;A;2019/01/21 23:40:00;2019/01/21 23:40:00;No;Check application form completeness;Loan Officer;Customer Service;11.79843151;9888.386951
9112;800;A;2019/01/21 23:46:57;2019/01/21 23:46:57;No;Check application form completeness;Loan Officer;Customer Service;8.159314817;11920.4185
9113;806;H;2019/01/21 23:48:16;2019/01/21 23:48:16;No;Reject application;Loan Officer;Customer Service;11.73633036;11159.41474
9114;781;B;2019/01/21 23:48:39;2019/01/21 23:48:39;No;Return application back to applicant;Loan Officer;Customer Service;6.238776484;14593.29279
9115;812;D;2019/01/21 23:49:18;2019/01/21 23:49:18;No;Check credit history;Credit Analyst;Customer Service;15.80206038;8551.14542
9116;808;G;2019/01/21 23:53:16;2019/01/21 23:53:16;No;Assess eligibility;Risk Manager;Customer Service;21.06809403;7567.086418
9117;803;K;2019/01/21 23:54:18;2019/01/21 23:54:18;No;Send home insurance quote;Insurance Agent;Customer Service;8.230969304;7672.587932
9118;809;E;2019/01/21 23:54:42;2019/01/21 23:54:42;No;Assess loan risk;Risk Manager;Customer Service;24.16332665;10278.33789
9119;802;I;2019/01/21 23:55:17;2019/01/21 23:55:17;No;Prepare acceptance pack;Loan Officer;Customer Service;9.667881077;12643.36754
9120;798;I;2019/01/21 23:56:22;2019/01/21 23:56:22;No;Prepare acceptance pack;Loan Officer;Customer Service;15.61159839;13366.88157
9121;814;A;2019/01/22 00:00:00;2019/01/22 00:00:00;No;Check application form completeness;Loan Officer;Customer Service;10.14087519;7583.280936
9122;811;F;2019/01/22 00:00:46;2019/01/22 00:00:46;No;Appraise property;Appraiser;Customer Service;25.22532376;6076.187893
9123;804;B;2019/01/22 00:06:31;2019/01/22 00:06:31;No;Return application back to applicant;Loan Officer;Customer Service;4.2515812;5031.791994
9124;807;C;2019/01/22 00:08:41;2019/01/22 00:08:41;No;Receive updated application;Loan Officer;Customer Service;7.324076638;10550.06057
9125;813;B;2019/01/22 00:11:40;2019/01/22 00:11:40;No;Return application back to applicant;Loan Officer;Customer Service;8.341752928;9888.386951
9126;810;E;2019/01/22 00:14:06;2019/01/22 00:14:06;No;Assess loan risk;Risk Manager;Customer Service;15.46995172;10683.19012
9127;812;F;2019/01/22 00:18:09;2019/01/22 00:18:09;No;Appraise property;Appraiser;Customer Service;29.18933154;8551.14542
9128;800;B;2019/01/22 00:19:03;2019/01/22 00:19:03;No;Return application back to applicant;Loan Officer;Customer Service;6.480318478;11920.4185
9129;815;A;2019/01/22 00:20:00;2019/01/22 00:20:00;No;Check application form completeness;Loan Officer;Customer Service;10.60703261;11222.27476
9130;809;G;2019/01/22 00:20:18;2019/01/22 00:20:18;No;Assess eligibility;Risk Manager;Customer Service;19.22115091;10278.33789
9131;808;I;2019/01/22 00:23:22;2019/01/22 00:23:22;No;Prepare acceptance pack;Loan Officer;Customer Service;12.13965454;7567.086418
9132;781;C;2019/01/22 00:24:38;2019/01/22 00:24:38;No;Receive updated application;Loan Officer;Customer Service;7.699893748;14593.29279
9133;798;J;2019/01/22 00:24:56;2019/01/22 00:24:56;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;10.88981417;13366.88157
9134;802;J;2019/01/22 00:25:19;2019/01/22 00:25:19;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;11.17560275;12643.36754
9135;814;B;2019/01/22 00:28:11;2019/01/22 00:28:11;No;Return application back to applicant;Loan Officer;Customer Service;8.015767706;7583.280936
9136;803;M;2019/01/22 00:29:03;2019/01/22 00:29:03;No;Verify repayment agreement;Loan Officer;Customer Service;11.37888238;7672.587932
9137;811;E;2019/01/22 00:29:14;2019/01/22 00:29:14;No;Assess loan risk;Risk Manager;Customer Service;19.00637266;6076.187893
9138;804;C;2019/01/22 00:34:47;2019/01/22 00:34:47;No;Receive updated application;Loan Officer;Customer Service;7.57560611;5031.791994
9139;813;C;2019/01/22 00:39:19;2019/01/22 00:39:19;No;Receive updated application;Loan Officer;Customer Service;7.437135189;9888.386951
9140;816;A;2019/01/22 00:40:00;2019/01/22 00:40:00;No;Check application form completeness;Loan Officer;Customer Service;10.23751418;10924.7709
9141;810;G;2019/01/22 00:40:19;2019/01/22 00:40:19;No;Assess eligibility;Risk Manager;Customer Service;18.43941896;10683.19012
9142;807;A;2019/01/22 00:41:08;2019/01/22 00:41:08;No;Check application form completeness;Loan Officer;Customer Service;9.453680718;10550.06057
9143;812;E;2019/01/22 00:45:12;2019/01/22 00:45:12;No;Assess loan risk;Risk Manager;Customer Service;23.80880434;8551.14542
9144;800;C;2019/01/22 00:49:23;2019/01/22 00:49:23;No;Receive updated application;Loan Officer;Customer Service;8.611994396;11920.4185
9145;815;B;2019/01/22 00:51:17;2019/01/22 00:51:17;No;Return application back to applicant;Loan Officer;Customer Service;7.350517487;11222.27476
9146;809;I;2019/01/22 00:51:31;2019/01/22 00:51:31;No;Prepare acceptance pack;Loan Officer;Customer Service;12.39347401;10278.33789
9147;798;K;2019/01/22 00:52:10;2019/01/22 00:52:10;No;Send home insurance quote;Insurance Agent;Customer Service;7.259134822;13366.88157
9148;808;J;2019/01/22 00:52:13;2019/01/22 00:52:13;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;11.46535738;7567.086418
9149;781;A;2019/01/22 00:53:36;2019/01/22 00:53:36;No;Check application form completeness;Loan Officer;Customer Service;9.514409017;14593.29279
9150;811;G;2019/01/22 00:57:24;2019/01/22 00:57:24;No;Assess eligibility;Risk Manager;Customer Service;19.07126337;6076.187893
9151;814;C;2019/01/22 00:57:59;2019/01/22 00:57:59;No;Receive updated application;Loan Officer;Customer Service;8.695870653;7583.280936
9152;802;L;2019/01/22 00:58:38;2019/01/22 00:58:38;No;Send acceptance pack;Loan Officer;Customer Service;11.15084911;12643.36754
9153;817;A;2019/01/22 01:00:00;2019/01/22 01:00:00;No;Check application form completeness;Loan Officer;Customer Service;7.933871134;12548.54189
9154;803;O;2019/01/22 01:00:20;2019/01/22 01:00:20;No;Approve application;Loan Officer;Customer Service;13.7670495;7672.587932
9155;804;A;2019/01/22 01:05:33;2019/01/22 01:05:33;No;Check application form completeness;Loan Officer;Customer Service;10.54296626;5031.791994
9156;816;D;2019/01/22 01:09:05;2019/01/22 01:09:05;No;Check credit history;Credit Analyst;Customer Service;14.02639861;10924.7709
9157;813;A;2019/01/22 01:13:39;2019/01/22 01:13:39;No;Check application form completeness;Loan Officer;Customer Service;9.998715066;9888.386951
9158;810;I;2019/01/22 01:14:31;2019/01/22 01:14:31;No;Prepare acceptance pack;Loan Officer;Customer Service;14.25615454;10683.19012
9159;807;D;2019/01/22 01:16:55;2019/01/22 01:16:55;No;Check credit history;Credit Analyst;Customer Service;14.03180136;10550.06057
9160;812;G;2019/01/22 01:18:40;2019/01/22 01:18:40;No;Assess eligibility;Risk Manager;Customer Service;16.41178449;8551.14542
9161;798;M;2019/01/22 01:19:38;2019/01/22 01:19:38;No;Verify repayment agreement;Loan Officer;Customer Service;13.67080854;13366.88157
9162;781;D;2019/01/22 01:19:49;2019/01/22 01:19:49;No;Check credit history;Credit Analyst;Customer Service;14.57690546;14593.29279
9163;818;A;2019/01/22 01:20:00;2019/01/22 01:20:00;No;Check application form completeness;Loan Officer;Customer Service;12.30940379;8650.703492
9164;809;J;2019/01/22 01:20:37;2019/01/22 01:20:37;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;12.83004665;10278.33789
9165;800;A;2019/01/22 01:20:57;2019/01/22 01:20:57;No;Check application form completeness;Loan Officer;Customer Service;9.845189977;11920.4185
