case,event,startTime,completeTime
879,A,2019/01/22 21:40:00.000,2019/01/22 21:40:00.000
873,G,2019/01/22 21:40:39.511,2019/01/22 21:40:39.511
870,E,2019/01/22 21:40:50.935,2019/01/22 21:40:50.935
875,E,2019/01/22 21:41:00.023,2019/01/22 21:41:00.023
869,B,2019/01/22 21:48:54.882,2019/01/22 21:48:54.882
878,D,2019/01/22 21:52:03.827,2019/01/22 21:52:03.827
872,F,2019/01/22 21:55:12.845,2019/01/22 21:55:12.845
864,K,2019/01/22 21:55:44.547,2019/01/22 21:55:44.547
871,E,2019/01/22 21:57:20.497,2019/01/22 21:57:20.497
880,A,2019/01/22 22:00:00.000,2019/01/22 22:00:00.000
876,E,2019/01/22 22:02:08.140,2019/01/22 22:02:08.140
877,F,2019/01/22 22:03:56.805,2019/01/22 22:03:56.805
874,B,2019/01/22 22:04:20.328,2019/01/22 22:04:20.328
870,G,2019/01/22 22:07:26.109,2019/01/22 22:07:26.109
879,B,2019/01/22 22:08:42.304,2019/01/22 22:08:42.304
873,I,2019/01/22 22:09:50.212,2019/01/22 22:09:50.212
875,G,2019/01/22 22:17:26.846,2019/01/22 22:17:26.846
881,A,2019/01/22 22:20:00.000,2019/01/22 22:20:00.000
869,C,2019/01/22 22:22:03.897,2019/01/22 22:22:03.897
878,F,2019/01/22 22:22:28.986,2019/01/22 22:22:28.986
871,G,2019/01/22 22:22:35.191,2019/01/22 22:22:35.191
880,D,2019/01/22 22:23:01.762,2019/01/22 22:23:01.762
864,M,2019/01/22 22:24:28.088,2019/01/22 22:24:28.088
872,E,2019/01/22 22:25:31.733,2019/01/22 22:25:31.733
876,G,2019/01/22 22:30:42.901,2019/01/22 22:30:42.901
877,E,2019/01/22 22:32:56.817,2019/01/22 22:32:56.817
874,C,2019/01/22 22:33:33.882,2019/01/22 22:33:33.882
879,C,2019/01/22 22:33:56.802,2019/01/22 22:33:56.802
870,H,2019/01/22 22:37:31.733,2019/01/22 22:37:31.733
882,A,2019/01/22 22:40:00.000,2019/01/22 22:40:00.000
881,D,2019/01/22 22:42:06.918,2019/01/22 22:42:06.918
873,J,2019/01/22 22:45:57.147,2019/01/22 22:45:57.147
875,H,2019/01/22 22:47:03.379,2019/01/22 22:47:03.379
871,H,2019/01/22 22:53:00.728,2019/01/22 22:53:00.728
878,E,2019/01/22 22:53:23.967,2019/01/22 22:53:23.967
880,F,2019/01/22 22:53:52.349,2019/01/22 22:53:52.349
869,A,2019/01/22 22:54:28.278,2019/01/22 22:54:28.278
872,G,2019/01/22 22:56:27.945,2019/01/22 22:56:27.945
883,A,2019/01/22 23:00:00.000,2019/01/22 23:00:00.000
864,N,2019/01/22 23:01:30.038,2019/01/22 23:01:30.038
874,A,2019/01/22 23:02:30.192,2019/01/22 23:02:30.192
876,H,2019/01/22 23:02:51.146,2019/01/22 23:02:51.146
879,A,2019/01/22 23:03:27.342,2019/01/22 23:03:27.342
877,G,2019/01/22 23:04:47.709,2019/01/22 23:04:47.709
882,D,2019/01/22 23:06:13.265,2019/01/22 23:06:13.265
881,F,2019/01/22 23:11:03.955,2019/01/22 23:11:03.955
873,L,2019/01/22 23:12:52.182,2019/01/22 23:12:52.182
884,A,2019/01/22 23:20:00.000,2019/01/22 23:20:00.000
880,E,2019/01/22 23:21:54.061,2019/01/22 23:21:54.061
869,D,2019/01/22 23:22:17.092,2019/01/22 23:22:17.092
872,I,2019/01/22 23:26:47.667,2019/01/22 23:26:47.667
878,G,2019/01/22 23:28:38.445,2019/01/22 23:28:38.445
883,D,2019/01/22 23:29:36.489,2019/01/22 23:29:36.489
874,B,2019/01/22 23:33:25.903,2019/01/22 23:33:25.903
879,D,2019/01/22 23:33:45.649,2019/01/22 23:33:45.649
877,H,2019/01/22 23:35:35.225,2019/01/22 23:35:35.225
882,F,2019/01/22 23:35:37.929,2019/01/22 23:35:37.929
885,A,2019/01/22 23:40:00.000,2019/01/22 23:40:00.000
881,E,2019/01/22 23:41:36.483,2019/01/22 23:41:36.483
873,M,2019/01/22 23:45:15.836,2019/01/22 23:45:15.836
884,D,2019/01/22 23:49:01.891,2019/01/22 23:49:01.891
880,G,2019/01/22 23:50:28.466,2019/01/22 23:50:28.466
869,F,2019/01/22 23:51:21.472,2019/01/22 23:51:21.472
872,J,2019/01/22 23:57:31.102,2019/01/22 23:57:31.102
878,I,2019/01/22 23:58:37.476,2019/01/22 23:58:37.476
883,F,2019/01/22 23:59:50.712,2019/01/22 23:59:50.712
886,A,2019/01/23 00:00:00.000,2019/01/23 00:00:00.000
879,F,2019/01/23 00:03:34.757,2019/01/23 00:03:34.757
874,C,2019/01/23 00:05:58.929,2019/01/23 00:05:58.929
882,E,2019/01/23 00:08:02.781,2019/01/23 00:08:02.781
881,G,2019/01/23 00:08:31.631,2019/01/23 00:08:31.631
885,D,2019/01/23 00:10:16.325,2019/01/23 00:10:16.325
873,O,2019/01/23 00:17:33.360,2019/01/23 00:17:33.360
884,F,2019/01/23 00:19:06.236,2019/01/23 00:19:06.236
887,A,2019/01/23 00:20:00.000,2019/01/23 00:20:00.000
869,E,2019/01/23 00:21:30.167,2019/01/23 00:21:30.167
880,I,2019/01/23 00:21:56.688,2019/01/23 00:21:56.688
883,E,2019/01/23 00:25:52.935,2019/01/23 00:25:52.935
872,K,2019/01/23 00:29:03.666,2019/01/23 00:29:03.666
886,D,2019/01/23 00:30:57.795,2019/01/23 00:30:57.795
878,J,2019/01/23 00:31:43.452,2019/01/23 00:31:43.452
874,A,2019/01/23 00:32:50.933,2019/01/23 00:32:50.933
879,E,2019/01/23 00:34:13.612,2019/01/23 00:34:13.612
881,I,2019/01/23 00:37:30.301,2019/01/23 00:37:30.301
882,G,2019/01/23 00:38:27.089,2019/01/23 00:38:27.089
885,F,2019/01/23 00:39:28.101,2019/01/23 00:39:28.101
888,A,2019/01/23 00:40:00.000,2019/01/23 00:40:00.000
884,E,2019/01/23 00:45:01.735,2019/01/23 00:45:01.735
869,G,2019/01/23 00:46:08.075,2019/01/23 00:46:08.075
887,D,2019/01/23 00:51:15.867,2019/01/23 00:51:15.867
880,J,2019/01/23 00:53:05.878,2019/01/23 00:53:05.878
883,G,2019/01/23 00:55:50.977,2019/01/23 00:55:50.977
872,M,2019/01/23 00:58:24.547,2019/01/23 00:58:24.547
886,F,2019/01/23 00:58:51.326,2019/01/23 00:58:51.326
889,A,2019/01/23 01:00:00.000,2019/01/23 01:00:00.000
882,I,2019/01/23 01:00:08.828,2019/01/23 01:00:08.828
874,D,2019/01/23 01:02:47.702,2019/01/23 01:02:47.702
881,J,2019/01/23 01:03:47.798,2019/01/23 01:03:47.798
878,L,2019/01/23 01:07:37.754,2019/01/23 01:07:37.754
885,E,2019/01/23 01:08:52.427,2019/01/23 01:08:52.427
879,G,2019/01/23 01:09:00.123,2019/01/23 01:09:00.123
888,D,2019/01/23 01:09:16.357,2019/01/23 01:09:16.357
884,G,2019/01/23 01:12:55.790,2019/01/23 01:12:55.790
869,H,2019/01/23 01:16:09.021,2019/01/23 01:16:09.021
890,A,2019/01/23 01:20:00.000,2019/01/23 01:20:00.000
883,I,2019/01/23 01:21:25.251,2019/01/23 01:21:25.251
887,F,2019/01/23 01:23:02.744,2019/01/23 01:23:02.744
880,L,2019/01/23 01:26:15.682,2019/01/23 01:26:15.682
889,B,2019/01/23 01:26:32.487,2019/01/23 01:26:32.487
882,J,2019/01/23 01:28:13.594,2019/01/23 01:28:13.594
872,O,2019/01/23 01:28:14.837,2019/01/23 01:28:14.837
881,L,2019/01/23 01:30:07.224,2019/01/23 01:30:07.224
886,E,2019/01/23 01:32:34.205,2019/01/23 01:32:34.205
874,F,2019/01/23 01:33:10.400,2019/01/23 01:33:10.400
885,G,2019/01/23 01:34:50.025,2019/01/23 01:34:50.025
879,H,2019/01/23 01:36:20.004,2019/01/23 01:36:20.004
878,M,2019/01/23 01:38:13.750,2019/01/23 01:38:13.750
891,A,2019/01/23 01:40:00.000,2019/01/23 01:40:00.000
888,F,2019/01/23 01:41:28.517,2019/01/23 01:41:28.517
884,I,2019/01/23 01:41:53.725,2019/01/23 01:41:53.725
883,J,2019/01/23 01:49:08.572,2019/01/23 01:49:08.572
882,K,2019/01/23 01:50:40.850,2019/01/23 01:50:40.850
887,E,2019/01/23 01:52:16.268,2019/01/23 01:52:16.268
880,M,2019/01/23 01:55:00.589,2019/01/23 01:55:00.589
890,D,2019/01/23 01:55:03.186,2019/01/23 01:55:03.186
889,C,2019/01/23 01:57:02.255,2019/01/23 01:57:02.255
892,A,2019/01/23 02:00:00.000,2019/01/23 02:00:00.000
886,G,2019/01/23 02:00:54.226,2019/01/23 02:00:54.226
874,E,2019/01/23 02:01:16.031,2019/01/23 02:01:16.031
881,M,2019/01/23 02:01:49.264,2019/01/23 02:01:49.264
878,O,2019/01/23 02:01:57.296,2019/01/23 02:01:57.296
885,I,2019/01/23 02:08:28.451,2019/01/23 02:08:28.451
884,J,2019/01/23 02:08:38.848,2019/01/23 02:08:38.848
891,B,2019/01/23 02:11:09.043,2019/01/23 02:11:09.043
888,E,2019/01/23 02:13:36.819,2019/01/23 02:13:36.819
883,K,2019/01/23 02:13:54.668,2019/01/23 02:13:54.668
893,A,2019/01/23 02:20:00.000,2019/01/23 02:20:00.000
882,M,2019/01/23 02:23:01.513,2019/01/23 02:23:01.513
887,G,2019/01/23 02:24:23.545,2019/01/23 02:24:23.545
889,A,2019/01/23 02:26:48.580,2019/01/23 02:26:48.580
892,D,2019/01/23 02:27:32.602,2019/01/23 02:27:32.602
890,F,2019/01/23 02:27:47.738,2019/01/23 02:27:47.738
881,N,2019/01/23 02:29:05.605,2019/01/23 02:29:05.605
880,N,2019/01/23 02:30:48.881,2019/01/23 02:30:48.881
886,H,2019/01/23 02:33:02.968,2019/01/23 02:33:02.968
874,G,2019/01/23 02:35:06.787,2019/01/23 02:35:06.787
884,L,2019/01/23 02:36:54.185,2019/01/23 02:36:54.185
885,J,2019/01/23 02:36:54.559,2019/01/23 02:36:54.559
891,C,2019/01/23 02:38:47.396,2019/01/23 02:38:47.396
883,M,2019/01/23 02:39:56.949,2019/01/23 02:39:56.949
894,A,2019/01/23 02:40:00.000,2019/01/23 02:40:00.000
888,G,2019/01/23 02:42:05.457,2019/01/23 02:42:05.457
890,E,2019/01/23 02:46:54.589,2019/01/23 02:46:54.589
882,O,2019/01/23 02:50:58.898,2019/01/23 02:50:58.898
887,I,2019/01/23 02:51:22.958,2019/01/23 02:51:22.958
893,B,2019/01/23 02:52:20.091,2019/01/23 02:52:20.091
889,D,2019/01/23 02:55:31.040,2019/01/23 02:55:31.040
892,F,2019/01/23 02:58:06.700,2019/01/23 02:58:06.700
895,A,2019/01/23 03:00:00.000,2019/01/23 03:00:00.000
874,H,2019/01/23 03:00:50.895,2019/01/23 03:00:50.895
885,L,2019/01/23 03:07:09.269,2019/01/23 03:07:09.269
891,A,2019/01/23 03:07:24.134,2019/01/23 03:07:24.134
884,M,2019/01/23 03:09:13.590,2019/01/23 03:09:13.590
883,O,2019/01/23 03:12:18.521,2019/01/23 03:12:18.521
894,B,2019/01/23 03:12:29.817,2019/01/23 03:12:29.817
888,I,2019/01/23 03:14:34.009,2019/01/23 03:14:34.009
890,G,2019/01/23 03:14:40.971,2019/01/23 03:14:40.971
893,C,2019/01/23 03:18:28.095,2019/01/23 03:18:28.095
896,A,2019/01/23 03:20:00.000,2019/01/23 03:20:00.000
889,F,2019/01/23 03:20:41.790,2019/01/23 03:20:41.790
887,J,2019/01/23 03:21:41.371,2019/01/23 03:21:41.371
892,E,2019/01/23 03:27:53.103,2019/01/23 03:27:53.103
895,D,2019/01/23 03:33:01.384,2019/01/23 03:33:01.384
891,B,2019/01/23 03:38:50.127,2019/01/23 03:38:50.127
885,M,2019/01/23 03:38:52.807,2019/01/23 03:38:52.807
897,A,2019/01/23 03:40:00.000,2019/01/23 03:40:00.000
887,K,2019/01/23 03:41:03.558,2019/01/23 03:41:03.558
884,O,2019/01/23 03:41:28.562,2019/01/23 03:41:28.562
888,J,2019/01/23 03:44:26.899,2019/01/23 03:44:26.899
890,I,2019/01/23 03:44:43.926,2019/01/23 03:44:43.926
893,A,2019/01/23 03:46:05.466,2019/01/23 03:46:05.466
894,C,2019/01/23 03:48:52.339,2019/01/23 03:48:52.339
889,E,2019/01/23 03:51:20.187,2019/01/23 03:51:20.187
896,B,2019/01/23 03:52:01.994,2019/01/23 03:52:01.994
892,G,2019/01/23 03:55:42.938,2019/01/23 03:55:42.938
898,A,2019/01/23 04:00:00.000,2019/01/23 04:00:00.000
895,F,2019/01/23 04:05:19.754,2019/01/23 04:05:19.754
891,C,2019/01/23 04:12:05.001,2019/01/23 04:12:05.001
885,O,2019/01/23 04:12:26.966,2019/01/23 04:12:26.966
897,D,2019/01/23 04:12:30.874,2019/01/23 04:12:30.874
888,K,2019/01/23 04:13:27.862,2019/01/23 04:13:27.862
887,M,2019/01/23 04:13:33.674,2019/01/23 04:13:33.674
893,D,2019/01/23 04:14:51.411,2019/01/23 04:14:51.411
890,J,2019/01/23 04:16:16.535,2019/01/23 04:16:16.535
894,A,2019/01/23 04:16:55.454,2019/01/23 04:16:55.454
889,G,2019/01/23 04:19:52.274,2019/01/23 04:19:52.274
896,C,2019/01/23 04:19:56.664,2019/01/23 04:19:56.664
899,A,2019/01/23 04:20:00.000,2019/01/23 04:20:00.000
892,I,2019/01/23 04:24:13.830,2019/01/23 04:24:13.830
898,B,2019/01/23 04:29:13.835,2019/01/23 04:29:13.835
895,E,2019/01/23 04:32:28.406,2019/01/23 04:32:28.406
897,F,2019/01/23 04:38:50.071,2019/01/23 04:38:50.071
900,A,2019/01/23 04:40:00.000,2019/01/23 04:40:00.000
891,A,2019/01/23 04:41:09.724,2019/01/23 04:41:09.724
890,K,2019/01/23 04:41:16.378,2019/01/23 04:41:16.378
888,M,2019/01/23 04:44:09.974,2019/01/23 04:44:09.974
887,N,2019/01/23 04:45:31.183,2019/01/23 04:45:31.183
894,B,2019/01/23 04:49:17.620,2019/01/23 04:49:17.620
896,A,2019/01/23 04:51:07.058,2019/01/23 04:51:07.058
893,F,2019/01/23 04:51:55.810,2019/01/23 04:51:55.810
899,B,2019/01/23 04:52:11.869,2019/01/23 04:52:11.869
889,H,2019/01/23 04:53:46.379,2019/01/23 04:53:46.379
898,C,2019/01/23 04:54:32.119,2019/01/23 04:54:32.119
895,G,2019/01/23 04:57:34.253,2019/01/23 04:57:34.253
892,J,2019/01/23 04:59:08.049,2019/01/23 04:59:08.049
901,A,2019/01/23 05:00:00.000,2019/01/23 05:00:00.000
900,B,2019/01/23 05:03:35.491,2019/01/23 05:03:35.491
897,E,2019/01/23 05:04:56.616,2019/01/23 05:04:56.616
888,O,2019/01/23 05:10:04.652,2019/01/23 05:10:04.652
890,M,2019/01/23 05:12:07.991,2019/01/23 05:12:07.991
891,B,2019/01/23 05:12:25.458,2019/01/23 05:12:25.458
894,C,2019/01/23 05:15:30.010,2019/01/23 05:15:30.010
902,A,2019/01/23 05:20:00.000,2019/01/23 05:20:00.000
899,C,2019/01/23 05:22:21.693,2019/01/23 05:22:21.693
896,B,2019/01/23 05:22:38.070,2019/01/23 05:22:38.070
893,E,2019/01/23 05:22:56.345,2019/01/23 05:22:56.345
898,A,2019/01/23 05:26:50.188,2019/01/23 05:26:50.188
901,B,2019/01/23 05:27:04.743,2019/01/23 05:27:04.743
895,H,2019/01/23 05:27:20.868,2019/01/23 05:27:20.868
892,L,2019/01/23 05:29:49.902,2019/01/23 05:29:49.902
897,G,2019/01/23 05:31:20.264,2019/01/23 05:31:20.264
900,C,2019/01/23 05:37:10.055,2019/01/23 05:37:10.055
903,A,2019/01/23 05:40:00.000,2019/01/23 05:40:00.000
890,O,2019/01/23 05:41:19.549,2019/01/23 05:41:19.549
894,A,2019/01/23 05:45:17.183,2019/01/23 05:45:17.183
891,C,2019/01/23 05:46:04.918,2019/01/23 05:46:04.918
896,C,2019/01/23 05:48:16.696,2019/01/23 05:48:16.696
893,G,2019/01/23 05:50:39.251,2019/01/23 05:50:39.251
902,D,2019/01/23 05:51:14.049,2019/01/23 05:51:14.049
899,A,2019/01/23 05:53:11.006,2019/01/23 05:53:11.006
901,C,2019/01/23 05:55:29.232,2019/01/23 05:55:29.232
898,D,2019/01/23 05:56:39.638,2019/01/23 05:56:39.638
892,M,2019/01/23 05:58:55.455,2019/01/23 05:58:55.455
904,A,2019/01/23 06:00:00.000,2019/01/23 06:00:00.000
900,A,2019/01/23 06:03:11.952,2019/01/23 06:03:11.952
903,D,2019/01/23 06:06:13.437,2019/01/23 06:06:13.437
897,H,2019/01/23 06:08:01.194,2019/01/23 06:08:01.194
894,B,2019/01/23 06:12:16.870,2019/01/23 06:12:16.870
891,A,2019/01/23 06:16:11.304,2019/01/23 06:16:11.304
896,A,2019/01/23 06:18:56.572,2019/01/23 06:18:56.572
899,D,2019/01/23 06:19:49.407,2019/01/23 06:19:49.407
905,A,2019/01/23 06:20:00.000,2019/01/23 06:20:00.000
893,I,2019/01/23 06:21:57.524,2019/01/23 06:21:57.524
902,F,2019/01/23 06:22:05.537,2019/01/23 06:22:05.537
901,A,2019/01/23 06:24:26.073,2019/01/23 06:24:26.073
898,F,2019/01/23 06:25:51.832,2019/01/23 06:25:51.832
904,B,2019/01/23 06:30:51.557,2019/01/23 06:30:51.557
900,B,2019/01/23 06:32:28.539,2019/01/23 06:32:28.539
892,N,2019/01/23 06:33:52.588,2019/01/23 06:33:52.588
903,F,2019/01/23 06:35:52.013,2019/01/23 06:35:52.013
894,C,2019/01/23 06:36:43.907,2019/01/23 06:36:43.907
891,B,2019/01/23 06:39:50.944,2019/01/23 06:39:50.944
906,A,2019/01/23 06:40:00.000,2019/01/23 06:40:00.000
905,B,2019/01/23 06:44:29.120,2019/01/23 06:44:29.120
893,J,2019/01/23 06:48:52.365,2019/01/23 06:48:52.365
896,B,2019/01/23 06:48:55.923,2019/01/23 06:48:55.923
899,F,2019/01/23 06:49:34.289,2019/01/23 06:49:34.289
901,D,2019/01/23 06:50:20.247,2019/01/23 06:50:20.247
902,E,2019/01/23 06:50:38.074,2019/01/23 06:50:38.074
898,E,2019/01/23 06:53:45.158,2019/01/23 06:53:45.158
904,C,2019/01/23 06:58:23.891,2019/01/23 06:58:23.891
907,A,2019/01/23 07:00:00.000,2019/01/23 07:00:00.000
894,A,2019/01/23 07:03:40.815,2019/01/23 07:03:40.815
900,C,2019/01/23 07:05:21.979,2019/01/23 07:05:21.979
903,E,2019/01/23 07:08:26.274,2019/01/23 07:08:26.274
891,C,2019/01/23 07:11:26.705,2019/01/23 07:11:26.705
905,C,2019/01/23 07:14:49.772,2019/01/23 07:14:49.772
893,L,2019/01/23 07:15:02.216,2019/01/23 07:15:02.216
906,D,2019/01/23 07:15:02.396,2019/01/23 07:15:02.396
901,F,2019/01/23 07:15:07.196,2019/01/23 07:15:07.196
899,E,2019/01/23 07:17:14.655,2019/01/23 07:17:14.655
898,G,2019/01/23 07:19:54.318,2019/01/23 07:19:54.318
908,A,2019/01/23 07:20:00.000,2019/01/23 07:20:00.000
902,G,2019/01/23 07:23:15.265,2019/01/23 07:23:15.265
904,A,2019/01/23 07:23:35.566,2019/01/23 07:23:35.566
896,C,2019/01/23 07:24:20.298,2019/01/23 07:24:20.298
907,B,2019/01/23 07:30:56.949,2019/01/23 07:30:56.949
903,G,2019/01/23 07:33:56.949,2019/01/23 07:33:56.949
900,A,2019/01/23 07:34:58.606,2019/01/23 07:34:58.606
894,D,2019/01/23 07:36:24.907,2019/01/23 07:36:24.907
909,A,2019/01/23 07:40:00.000,2019/01/23 07:40:00.000
891,A,2019/01/23 07:40:59.904,2019/01/23 07:40:59.904
893,M,2019/01/23 07:42:05.830,2019/01/23 07:42:05.830
901,E,2019/01/23 07:42:08.424,2019/01/23 07:42:08.424
906,F,2019/01/23 07:43:26.712,2019/01/23 07:43:26.712
905,A,2019/01/23 07:48:43.871,2019/01/23 07:48:43.871
899,G,2019/01/23 07:49:21.669,2019/01/23 07:49:21.669
902,I,2019/01/23 07:49:38.742,2019/01/23 07:49:38.742
898,I,2019/01/23 07:49:39.032,2019/01/23 07:49:39.032
908,B,2019/01/23 07:52:25.825,2019/01/23 07:52:25.825
904,D,2019/01/23 07:52:37.719,2019/01/23 07:52:37.719
896,A,2019/01/23 07:53:01.280,2019/01/23 07:53:01.280
907,C,2019/01/23 07:59:51.735,2019/01/23 07:59:51.735
910,A,2019/01/23 08:00:00.000,2019/01/23 08:00:00.000
900,D,2019/01/23 08:01:51.710,2019/01/23 08:01:51.710
903,I,2019/01/23 08:05:29.390,2019/01/23 08:05:29.390
894,F,2019/01/23 08:07:34.212,2019/01/23 08:07:34.212
909,D,2019/01/23 08:11:28.507,2019/01/23 08:11:28.507
906,E,2019/01/23 08:12:21.785,2019/01/23 08:12:21.785
893,N,2019/01/23 08:13:54.836,2019/01/23 08:13:54.836
891,D,2019/01/23 08:15:31.495,2019/01/23 08:15:31.495
898,J,2019/01/23 08:16:14.488,2019/01/23 08:16:14.488
901,G,2019/01/23 08:16:45.942,2019/01/23 08:16:45.942
911,A,2019/01/23 08:20:00.000,2019/01/23 08:20:00.000
899,I,2019/01/23 08:22:01.055,2019/01/23 08:22:01.055
904,F,2019/01/23 08:23:06.128,2019/01/23 08:23:06.128
896,D,2019/01/23 08:23:20.486,2019/01/23 08:23:20.486
905,D,2019/01/23 08:23:49.027,2019/01/23 08:23:49.027
908,C,2019/01/23 08:25:34.435,2019/01/23 08:25:34.435
902,J,2019/01/23 08:26:09.587,2019/01/23 08:26:09.587
910,B,2019/01/23 08:29:40.936,2019/01/23 08:29:40.936
900,F,2019/01/23 08:31:36.817,2019/01/23 08:31:36.817
903,J,2019/01/23 08:33:45.646,2019/01/23 08:33:45.646
907,A,2019/01/23 08:34:07.796,2019/01/23 08:34:07.796
912,A,2019/01/23 08:40:00.000,2019/01/23 08:40:00.000
909,F,2019/01/23 08:40:32.273,2019/01/23 08:40:32.273
906,G,2019/01/23 08:41:21.193,2019/01/23 08:41:21.193
894,E,2019/01/23 08:41:39.826,2019/01/23 08:41:39.826
911,B,2019/01/23 08:46:39.428,2019/01/23 08:46:39.428
891,F,2019/01/23 08:47:16.715,2019/01/23 08:47:16.715
901,H,2019/01/23 08:48:03.105,2019/01/23 08:48:03.105
898,K,2019/01/23 08:48:05.484,2019/01/23 08:48:05.484
908,A,2019/01/23 08:48:53.379,2019/01/23 08:48:53.379
904,E,2019/01/23 08:51:35.687,2019/01/23 08:51:35.687
902,L,2019/01/23 08:51:39.007,2019/01/23 08:51:39.007
905,F,2019/01/23 08:52:28.008,2019/01/23 08:52:28.008
896,F,2019/01/23 08:55:05.861,2019/01/23 08:55:05.861
910,C,2019/01/23 08:59:45.410,2019/01/23 08:59:45.410
913,A,2019/01/23 09:00:00.000,2019/01/23 09:00:00.000
899,J,2019/01/23 09:00:40.740,2019/01/23 09:00:40.740
912,B,2019/01/23 09:02:30.633,2019/01/23 09:02:30.633
900,E,2019/01/23 09:04:33.517,2019/01/23 09:04:33.517
903,K,2019/01/23 09:05:49.094,2019/01/23 09:05:49.094
907,D,2019/01/23 09:06:34.241,2019/01/23 09:06:34.241
906,I,2019/01/23 09:08:46.987,2019/01/23 09:08:46.987
909,E,2019/01/23 09:10:34.076,2019/01/23 09:10:34.076
894,G,2019/01/23 09:10:36.962,2019/01/23 09:10:36.962
911,C,2019/01/23 09:13:52.001,2019/01/23 09:13:52.001
904,G,2019/01/23 09:15:09.306,2019/01/23 09:15:09.306
891,E,2019/01/23 09:17:24.609,2019/01/23 09:17:24.609
898,M,2019/01/23 09:19:23.821,2019/01/23 09:19:23.821
902,M,2019/01/23 09:19:31.818,2019/01/23 09:19:31.818
914,A,2019/01/23 09:20:00.000,2019/01/23 09:20:00.000
896,E,2019/01/23 09:21:07.626,2019/01/23 09:21:07.626
905,E,2019/01/23 09:21:27.247,2019/01/23 09:21:27.247
908,D,2019/01/23 09:21:41.618,2019/01/23 09:21:41.618
913,B,2019/01/23 09:25:28.255,2019/01/23 09:25:28.255
899,L,2019/01/23 09:29:23.719,2019/01/23 09:29:23.719
910,A,2019/01/23 09:30:52.174,2019/01/23 09:30:52.174
912,C,2019/01/23 09:33:57.184,2019/01/23 09:33:57.184
900,G,2019/01/23 09:34:17.694,2019/01/23 09:34:17.694
903,M,2019/01/23 09:36:44.052,2019/01/23 09:36:44.052
907,F,2019/01/23 09:36:46.635,2019/01/23 09:36:46.635
906,J,2019/01/23 09:37:19.766,2019/01/23 09:37:19.766
894,I,2019/01/23 09:37:33.882,2019/01/23 09:37:33.882
904,I,2019/01/23 09:39:57.021,2019/01/23 09:39:57.021
915,A,2019/01/23 09:40:00.000,2019/01/23 09:40:00.000
911,A,2019/01/23 09:43:02.130,2019/01/23 09:43:02.130
909,G,2019/01/23 09:43:29.888,2019/01/23 09:43:29.888
908,F,2019/01/23 09:47:42.594,2019/01/23 09:47:42.594
902,O,2019/01/23 09:49:17.345,2019/01/23 09:49:17.345
898,O,2019/01/23 09:50:06.186,2019/01/23 09:50:06.186
891,G,2019/01/23 09:51:51.749,2019/01/23 09:51:51.749
896,G,2019/01/23 09:53:33.771,2019/01/23 09:53:33.771
913,C,2019/01/23 09:55:07.168,2019/01/23 09:55:07.168
914,B,2019/01/23 09:55:32.877,2019/01/23 09:55:32.877
899,M,2019/01/23 09:58:58.363,2019/01/23 09:58:58.363
905,G,2019/01/23 09:59:52.761,2019/01/23 09:59:52.761
916,A,2019/01/23 10:00:00.000,2019/01/23 10:00:00.000
912,A,2019/01/23 10:00:53.213,2019/01/23 10:00:53.213
910,B,2019/01/23 10:02:58.541,2019/01/23 10:02:58.541
900,H,2019/01/23 10:04:16.432,2019/01/23 10:04:16.432
903,O,2019/01/23 10:05:02.317,2019/01/23 10:05:02.317
907,E,2019/01/23 10:05:37.099,2019/01/23 10:05:37.099
915,D,2019/01/23 10:07:20.214,2019/01/23 10:07:20.214
904,J,2019/01/23 10:09:06.388,2019/01/23 10:09:06.388
906,L,2019/01/23 10:10:06.298,2019/01/23 10:10:06.298
894,J,2019/01/23 10:11:21.949,2019/01/23 10:11:21.949
909,I,2019/01/23 10:14:19.627,2019/01/23 10:14:19.627
908,E,2019/01/23 10:18:39.258,2019/01/23 10:18:39.258
917,A,2019/01/23 10:20:00.000,2019/01/23 10:20:00.000
891,H,2019/01/23 10:20:40.391,2019/01/23 10:20:40.391
911,D,2019/01/23 10:21:07.602,2019/01/23 10:21:07.602
913,A,2019/01/23 10:21:58.694,2019/01/23 10:21:58.694
896,H,2019/01/23 10:22:50.731,2019/01/23 10:22:50.731
905,H,2019/01/23 10:26:36.520,2019/01/23 10:26:36.520
899,N,2019/01/23 10:26:39.798,2019/01/23 10:26:39.798
916,B,2019/01/23 10:28:13.820,2019/01/23 10:28:13.820
914,C,2019/01/23 10:30:07.634,2019/01/23 10:30:07.634
912,B,2019/01/23 10:31:51.165,2019/01/23 10:31:51.165
910,C,2019/01/23 10:33:34.311,2019/01/23 10:33:34.311
907,G,2019/01/23 10:36:20.302,2019/01/23 10:36:20.302
915,F,2019/01/23 10:37:53.954,2019/01/23 10:37:53.954
906,M,2019/01/23 10:37:55.866,2019/01/23 10:37:55.866
904,L,2019/01/23 10:38:13.166,2019/01/23 10:38:13.166
918,A,2019/01/23 10:40:00.000,2019/01/23 10:40:00.000
894,K,2019/01/23 10:40:09.531,2019/01/23 10:40:09.531
911,F,2019/01/23 10:45:56.283,2019/01/23 10:45:56.283
909,J,2019/01/23 10:46:37.321,2019/01/23 10:46:37.321
917,D,2019/01/23 10:49:46.077,2019/01/23 10:49:46.077
908,G,2019/01/23 10:52:22.942,2019/01/23 10:52:22.942
